Timeline,Start time,Duration,Row,Instance number,#0 LaBaron Philon,#1 Jalil Bethea,#10 Keitenn Bristow,#11 Marcus Zegarowski,#11 Preston Murphy Jr.,#15 Noah Williamson,#2 Aden Holloway,#22 Aiden Sherrell,#3 Latrell Wrightsell Jr.,#32 Jacob Martin,#34 Collins Onyejiaka,#4 Davion Hannah,#4 Hayden Doyle,#5 Amari Allen,#6 London Jemison,#7 Taylor Bol Bowen,#95 Houston Mallette,-,2FG (Defenders),2FG (Dribble),2FG (Feet),2FG (Hands),2FG (Other),2FG (PA),2FG (RA),2FG (Type),2FG Scheme (Attack),2FG Scheme (Drive),2FG Scheme (Pass),3FG (Balance),3FG (Contest),3FG (Footwork),3FG (Line),3FG (Move),3FG (Pocket),3FG (Shrink),3FG (Type),3FG Scheme (Attack),3FG Scheme (Drive),3FG Scheme (Pass),ACTION,ATO Plays,Assist (Defenders),Assist (Feet),Assist (Hand),Assist (Jump),Assist (Paint),Assist Type,COVERAGE,FT BELOW,GAME,GAME SPLITS,OPP STATS,PAINT TOUCHES,PASS CONTEST,PLAYCALL,PLAYER POSSESSIONS,PNR GAP HELP,POSITION,POSSESSION START,POSSESSION TYPE,PnR Action,PnR Coverage,PnR Effect,PnR LOCATION,PnR Result Type,PnR Term,PnR Type,SERIES,SHOT CLOCK,SHOT CLOCK PT,Shot Location,Shot Possession Type,TEAM,TO (Defenders),TO (Feet),TO (Hand),TO (Jump),TO (Paint),TO LB/DB,TO Scheme,TO Scheme (Attack),TO Scheme (Drive),TO Scheme (Non-Pass),TO Scheme (Pass),TO Type,Ungrouped,Notes,Flags
25_11_08 ALABAMA VS ST. JOHNS,6541.996154337,11.0,Offense Rebound Opportunities,65,,,,,,,BM +,Off +,,,,,,,,Off -,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6670.627152393,11.0,Offense Rebound Opportunities,66,Off -,,,,,Off +,,,BM +,,,,,,,Off +,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6700.914199965,11.0,Offense Rebound Opportunities,67,Off +,,,,,Off +,,,BM +,,,,,,,Off +,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6714.133504268,11.0,Offense Rebound Opportunities,68,Off -,,,,,Off +,,,BM +,,,,,,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6990.72572512,11.0,Offense Rebound Opportunities,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND 1,
25_11_08 ALABAMA VS ST. JOHNS,7171.655034831,11.0,Offense Rebound Opportunities,70,,,,,,,,,BM +,,,,,Off +,,Off -,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7201.448725372,11.0,Offense Rebound Opportunities,71,,,,,,,,,BM -,,,,,Off +,,Off +,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7209.600046415,11.0,Offense Rebound Opportunities,72,,,,,,,BM +,,Off +,,,,,Off +,,,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7230.972366428,11.0,Offense Rebound Opportunities,73,,,,,,,BM +,,,,,,,Off +,,Off +,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7252.762752226,11.0,Offense Rebound Opportunities,74,,,,,,,BM +,,BM -,,,,,Off +,,Off -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7293.523488172,11.0,Offense Rebound Opportunities,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOB,
25_11_08 ALABAMA VS ST. JOHNS,7555.656896662,11.0,Offense Rebound Opportunities,76,,,,,,,,,BM +,,,,,Off +,,Off +,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7676.231184256,11.0,Offense Rebound Opportunities,77,,,,,,,,,BM -,,,,,Off +,,Off +,Off -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7827.351089558,11.0,Offense Rebound Opportunities,78,,,,,,,,,BM -,,,,,Off +,,Off +,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7844.546130117,11.0,Offense Rebound Opportunities,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AND 1,
25_11_08 ALABAMA VS ST. JOHNS,7970.65677423,11.0,Offense Rebound Opportunities,80,,,,,,,,,,,,,,Off +,Off +,BM +,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,8072.35863051,11.0,Offense Rebound Opportunities,81,BM +,,,,,,,,Off +,,,,,,,Off -,Off +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,112.303695955,11.0,Defense Rebound Opportunities,1,,,,,,,,,,,,,,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,178.227370113,11.0,Defense Rebound Opportunities,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,201.726751113,11.0,Defense Rebound Opportunities,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,265.573707037,11.0,Defense Rebound Opportunities,4,,,,,,,,,,,,,,,,Def -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,324.347802819,11.0,Defense Rebound Opportunities,5,,,,,,Def +,Def +,,Def +,,,,,Def +,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,351.504653861,11.0,Defense Rebound Opportunities,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,437.701818448,11.0,Defense Rebound Opportunities,7,Def -,,,,,Def +,,,Def +,,,Def -,,Def -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,682.868598177,11.0,Defense Rebound Opportunities,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,708.133637812,11.0,Defense Rebound Opportunities,9,,,,,,"Def -, Given Up",,,,,,,,Def -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,814.42172912,11.0,Defense Rebound Opportunities,10,,,,,,,,,,,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,858.895394832,11.0,Defense Rebound Opportunities,11,Def +,,,,,,Def +,Def +,Def +,,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,882.867951288,11.0,Defense Rebound Opportunities,12,,,,,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1155.060720797,11.0,Defense Rebound Opportunities,13,Def +,,,,,,,,,,Def +,Def +,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1171.373128111,11.0,Defense Rebound Opportunities,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1428.974655602,11.0,Defense Rebound Opportunities,15,,,,,,,,Def +,,,,,,,Def +,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1448.835946079,11.0,Defense Rebound Opportunities,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1474.419835121,11.0,Defense Rebound Opportunities,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1614.772812248,11.0,Defense Rebound Opportunities,18,,,,,,,Def +,Def +,Def +,,,,,Def +,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1641.500150021,11.0,Defense Rebound Opportunities,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1983.270723121,11.0,Defense Rebound Opportunities,20,,,,,,"Def -, Given Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1984.159108052,11.0,Defense Rebound Opportunities,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2389.539573042,11.0,Defense Rebound Opportunities,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2599.749488795,11.0,Defense Rebound Opportunities,23,,,,,,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2689.258321656,11.0,Defense Rebound Opportunities,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2804.301153406,11.0,Defense Rebound Opportunities,25,Def -,,,,,,,,,,,,,Def +,,Def -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2827.710397091,11.0,Defense Rebound Opportunities,26,,,,,,,,,,,,,,"Def -, Given Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3066.450960708,11.0,Defense Rebound Opportunities,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3232.055683706,11.0,Defense Rebound Opportunities,28,,,,,,,Def +,Def +,,,,,,Def +,Def -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3284.528991004,11.0,Defense Rebound Opportunities,29,Def +,,,,,,Def -,Def +,,,,,,Def +,Def -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,4726.094066415,11.0,Defense Rebound Opportunities,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,4747.246366832,11.0,Defense Rebound Opportunities,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,4850.41934576,11.0,Defense Rebound Opportunities,32,Def +,,,,,,Def +,Def +,,,,,,,,Def -,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,4882.105749907,11.0,Defense Rebound Opportunities,33,,,,,,,,Def +,,,,,,,,Def -,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,4912.614946648,11.0,Defense Rebound Opportunities,34,Def +,,,,,,,Def +,,,,,,,,"Def -, Given Up",Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,4918.230157398,11.0,Defense Rebound Opportunities,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,4933.54681182,11.0,Defense Rebound Opportunities,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,4965.836090337,11.0,Defense Rebound Opportunities,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,5318.089018509,11.0,Defense Rebound Opportunities,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,5576.779324289,11.0,Defense Rebound Opportunities,39,,,,,,Def +,Def +,,,,,,,Def +,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,5607.953590856,11.0,Defense Rebound Opportunities,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,5796.046679968,11.0,Defense Rebound Opportunities,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,5959.682556787,11.0,Defense Rebound Opportunities,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6315.965851567,11.0,Defense Rebound Opportunities,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6338.773185222,11.0,Defense Rebound Opportunities,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6466.705113402,11.0,Defense Rebound Opportunities,45,,,,,,,Def -,,,,,,,Def +,,Def +,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6496.767849765,11.0,Defense Rebound Opportunities,46,,,,,,,Def +,,,,,,,,,Def -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6526.455689207,11.0,Defense Rebound Opportunities,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6550.165741187,11.0,Defense Rebound Opportunities,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6656.580882279,11.0,Defense Rebound Opportunities,49,,,,,,,,,Def +,,,,,,,Def +,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6687.034826188,11.0,Defense Rebound Opportunities,50,,,,,,Def -,,,,,,,,,,Def -,Def -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6733.355085013,11.0,Defense Rebound Opportunities,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6961.232769557,11.0,Defense Rebound Opportunities,52,,,,,,,,,,,,,,,,"Def -, Given Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,6966.745143908,11.0,Defense Rebound Opportunities,53,Def +,,,,,,,,,,,,,,,Def -,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7183.549995215,11.0,Defense Rebound Opportunities,54,,,,,,,,,,,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7225.670896497,11.0,Defense Rebound Opportunities,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7241.970553833,11.0,Defense Rebound Opportunities,56,,,,,,,,,,,,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7270.183796804,11.0,Defense Rebound Opportunities,57,,,,,,,,,,,,,,Def +,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7532.674028081,11.0,Defense Rebound Opportunities,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7783.102457666,11.0,Defense Rebound Opportunities,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7896.578217888,11.0,Defense Rebound Opportunities,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7947.547702675,11.0,Defense Rebound Opportunities,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,7976.954498265,11.0,Defense Rebound Opportunities,62,,,,,,,,,,,,,,,,,"Given Up, Def -",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,8049.127401078,11.0,Defense Rebound Opportunities,63,Def -,,,,,,,,,,,,,Def +,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,8132.766632983,11.0,Defense Rebound Opportunities,64,,,,,,,,,,,,,,Def -,,,Def +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,8197.797365546,11.0,Defense Rebound Opportunities,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
