Timeline,Start time,Duration,Row,Instance number,#0 LaBaron Philon,#1 Jalil Bethea,#10 Keitenn Bristow,#11 Marcus Zegarowski,#11 Preston Murphy Jr.,#15 Noah Williamson,#2 Aden Holloway,#22 Aiden Sherrell,#3 Latrell Wrightsell Jr.,#32 Jacob Martin,#34 Collins Onyejiaka,#4 Davion Hannah,#4 Hayden Doyle,#5 Amari Allen,#6 London Jemison,#7 Taylor Bol Bowen,#95 Houston Mallette,-,2FG (Defenders),2FG (Dribble),2FG (Feet),2FG (Hands),2FG (Other),2FG (PA),2FG (RA),2FG (Type),2FG Scheme (Attack),2FG Scheme (Drive),2FG Scheme (Pass),3FG (Balance),3FG (Contest),3FG (Footwork),3FG (Line),3FG (Move),3FG (Pocket),3FG (Shrink),3FG (Type),3FG Scheme (Attack),3FG Scheme (Drive),3FG Scheme (Pass),ACTION,ATO Plays,Assist (Defenders),Assist (Feet),Assist (Hand),Assist (Jump),Assist (Paint),Assist Type,COVERAGE,FT BELOW,GAME,GAME SPLITS,OPP STATS,PAINT TOUCHES,PASS CONTEST,PLAYCALL,PLAYER POSSESSIONS,PNR GAP HELP,POSITION,POSSESSION START,POSSESSION TYPE,PnR Action,PnR Coverage,PnR Effect,PnR LOCATION,PnR Result Type,PnR Term,PnR Type,SERIES,SHOT CLOCK,SHOT CLOCK PT,Shot Location,Shot Possession Type,TEAM,TO (Defenders),TO (Feet),TO (Hand),TO (Jump),TO (Paint),TO LB/DB,TO Scheme,TO Scheme (Attack),TO Scheme (Drive),TO Scheme (Non-Pass),TO Scheme (Pass),TO Type,Ungrouped,Notes,Flags
25_11_08 ALABAMA VS ST. JOHNS,102.933527185,14.67405644499999,Defense,1,,,,,,,,"Bump +, Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:10 - :12,"at St. John's, REPORT, REPORT","20:00 - 16:00, 1st Half",ATR-,1 PT,,,"#22 Aiden Sherrell, #95 Houston Mallette, #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Made FG,"Man, Half Court",,,,,,,,,:07 - :12,:07 - :09,,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,174.533848072,8.183077873999991,Defense,2,No Contest,,,,,,,,,,,,,,,Late,Contest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:04 - :06,"at St. John's, REPORT, REPORT","20:00 - 16:00, 1st Half",ATR+,1 PT,,,"#22 Aiden Sherrell, #95 Houston Mallette, #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Missed FG,Transition,,,,,,,,,:01 - :06,:04 - :06,,Transition SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,194.70456307,11.128163935999993,Defense,3,,,,,,,,,,,,,,,,Contest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:04 - :06,"at St. John's, REPORT, REPORT","20:00 - 16:00, 1st Half","ATR+, Assist",2 PT,,,"#22 Aiden Sherrell, #95 Houston Mallette, #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Missed FG,Transition,,,,,,,,,:07 - :12,:04 - :06,,Transition SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,230.07178333333334,9.667447485666656,Defense,4,Gap +,,,,,,,,,,,,,,,Bump +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:07 - :09,"at St. John's, REPORT, REPORT","20:00 - 16:00, 1st Half",Turnover,1 PT,,,"#22 Aiden Sherrell, #95 Houston Mallette, #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Missed FG,Transition,,,,,,,,,:01 - :06,:07 - :09,,Transition SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,251.89558333333332,18.09108975966666,Defense,5,Contest Pass +,,,,,,,,,,,,,,,,Bump +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:13 - :15,"at St. John's, REPORT, REPORT","20:00 - 16:00, 1st Half","3FG+, Assist",1 PT,,,"#22 Aiden Sherrell, #95 Houston Mallette, #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Made FG,"Man, Half Court",,,,,,,,,:13 - :18,:13 - :15,,Half Court SHOT,No Contest,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,286.8974666666667,10.548087155333349,Defense,6,,,,,,,,,,,,,,,,Foul By,Gap +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:07 - :09,"at St. John's, REPORT, REPORT","20:00 - 16:00, 1st Half",,1 PT,,,"#22 Aiden Sherrell, #95 Houston Mallette, #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Missed FG,Transition,,,,,,,,,:07 - :12,:07 - :09,,Transition SHOT,"Neutral, Foul, No Contest",,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,320.6358416666667,7.926019886333336,Defense,7,,,,,,Contest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","20:00 - 16:00, 1st Half",2FG-,0 PT,,,"#15 Noah Williamson, #95 Houston Mallette, #2 Aden Holloway, #3 Latrell Wrightsell Jr., #5 Amari Allen",,,Deadball,"UOB, Man, Half Court",,,,,,,,,,"N/A, N/A",,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,340.563125,15.169113956999979,Defense,8,,,,,,"Bump -, Late",,,,,,,,,,,Low -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:07 - :09,"at St. John's, REPORT, REPORT","20:00 - 16:00, 1st Half",ATR+,1 PT,,,"#15 Noah Williamson, #95 Houston Mallette, #2 Aden Holloway, #3 Latrell Wrightsell Jr., #5 Amari Allen",,,Made FG,"Man, Half Court",,,,,,,,,:07 - :12,:07 - :09,,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,417.94256666666666,24.235707384333352,Defense,9,Bump -,,,,,"Low +, Contest",,,,,,Contest Pass +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:16 +,"at St. John's, REPORT, REPORT","20:00 - 16:00, 1st Half",2FG-,1 PT,,,"#15 Noah Williamson, #0 LaBaron Philon, #4 Davion Hannah, #3 Latrell Wrightsell Jr., #5 Amari Allen",,,Deadball,"Man, Half Court",,,,,,,,,:19 - :24,:16+,,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,451.276036113,5.951833467000029,Defense,10,,,,,,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","20:00 - 16:00, 1st Half",,,,,"#15 Noah Williamson, #0 LaBaron Philon, #4 Davion Hannah, #3 Latrell Wrightsell Jr., #5 Amari Allen",,,,Garbage,,,,,,,,,,,,,"Foul, Neutral",,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,643.78016431,18.697988125999927,Defense,11,,,,,,,,,Bump +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","16:00 - 12:00, 1st Half",Turnover,0 PT,,,"#15 Noah Williamson, #0 LaBaron Philon, #4 Davion Hannah, #3 Latrell Wrightsell Jr., #5 Amari Allen",,,Deadball,"Man, Half Court",,,,,,,,,:13 - :18,"N/A, N/A",,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,668.226029056,18.867278073999955,Defense,12,Gap -,,,,,,,,"Bump +, Contest",,,,,"Gap +, Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:13 - :15,"at St. John's, REPORT, REPORT","16:00 - 12:00, 1st Half",2FG-,2 PT,,,"#15 Noah Williamson, #0 LaBaron Philon, #4 Davion Hannah, #3 Latrell Wrightsell Jr., #5 Amari Allen",,,Made FG,"Man, Half Court",,,,,,,,,:13 - :18,:13 - :15,,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,695.50771491,16.489320660999965,Defense,13,,,,,,,,,,,,Contest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","16:00 - 12:00, 1st Half","3FG-, Off Reb",0 PT,,,"#15 Noah Williamson, #0 LaBaron Philon, #4 Davion Hannah, #3 Latrell Wrightsell Jr., #5 Amari Allen",,,Made FG,"Man, Half Court",,,,,,,,,:13 - :18,"N/A, N/A",,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,708.997035571,6.260607499999992,Defense,14,,,,,,,,,,,,,,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","16:00 - 12:00, 1st Half","ATRF, FT+, FT+",1 PT,,,"#15 Noah Williamson, #0 LaBaron Philon, #4 Davion Hannah, #3 Latrell Wrightsell Jr., #5 Amari Allen",,,Off Rebound,"OREB Putback, Half Court",,,,,,,,,:01 - :06,"N/A, N/A",,Half Court SHOT,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,800.944320735,18.137795155999925,Defense,15,Gap -,,,,,,,,"Bump +, Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:07 - :09,"at St. John's, REPORT, REPORT","16:00 - 12:00, 1st Half",2FG+,1 PT,,,"#22 Aiden Sherrell, #0 LaBaron Philon, #4 Davion Hannah, #3 Latrell Wrightsell Jr., #5 Amari Allen",,,Missed FG,"Man, Half Court",,,,,,,,,:13 - :18,:13 - :15,,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,842.9425666666667,20.100591481333254,Defense,16,,,,,,,,No Contest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","16:00 - 12:00, 1st Half",3FG-,0 PT,,,"#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #3 Latrell Wrightsell Jr., #5 Amari Allen",,,Deadball,"Man, Half Court",,,,,,,,,:13 - :18,"N/A, N/A",,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,870.047878711,17.526366521,Defense,17,Gap +,,,,,,"Foul By, Bump +",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:13 - :15,"at St. John's, REPORT, REPORT","16:00 - 12:00, 1st Half","2FG+, 2FGF, FT+",1 PT,,,"#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #3 Latrell Wrightsell Jr., #5 Amari Allen",,,Missed FG,"Man, Half Court",,,,,,,,,:13 - :18,:13 - :15,,Half Court SHOT,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1096.9585666666667,17.016399189333242,Defense,18,,,,,,,,,,,,,,,,,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","16:00 - 12:00, 1st Half",,0 PT,,,"#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #95 Houston Mallette, #6 London Jemison",,,Deadball,"Half Court, Man",,,,,,,,,:01 - :06,"N/A, N/A",,Half Court SHOT,"Foul, Neutral",,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1143.9532333333334,15.57493595766664,Defense,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:16 +,"at St. John's, REPORT, REPORT","16:00 - 12:00, 1st Half",3FG-,1 PT,,,"#34 Collins Onyejiaka, #0 LaBaron Philon, #2 Aden Holloway, #4 Davion Hannah, #6 London Jemison",,,Deadball,"SLOB, Man, Half Court",,,,,,,,,:13 - :18,:16+,,Half Court SHOT,No Contest,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1166.911515467,8.418368592999968,Defense,20,"Low +, Contest",,,,,,Bump -,,,,"Low +, Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:04 - :06,"at St. John's, REPORT, REPORT","16:00 - 12:00, 1st Half",ATR-,1 PT,,,"#34 Collins Onyejiaka, #0 LaBaron Philon, #2 Aden Holloway, #4 Davion Hannah, #6 London Jemison",,,Missed FG,Transition,,,,,,,,,:01 - :06,:04 - :06,,Transition SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1422.185146988,11.380952090999926,Defense,21,,,,,,,Contest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","12:00 - 8:00, 1st Half",3FG-,0 PT,,,"#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #95 Houston Mallette, #6 London Jemison",,,Missed FG,Transition,,,,,,,,,:07 - :12,"N/A, N/A",,Transition SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1445.783245159,7.996913490999987,Defense,22,Contest Pass +,,,,,,No Contest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:04 - :06,"at St. John's, REPORT, REPORT","12:00 - 8:00, 1st Half","ATR+, Assist",1 PT,,,"#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #95 Houston Mallette, #6 London Jemison",,,Steal,Transition,,,,,,,,,:01 - :06,:04 - :06,,Transition SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1465.941558827,12.868807193999828,Defense,23,Gap -,,,,,,,Low +,,,,,,,"Bump +, Contest Pass +",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:07 - :09,"at St. John's, REPORT, REPORT","12:00 - 8:00, 1st Half",ATR-,1 PT,,,"#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #95 Houston Mallette, #6 London Jemison",,,Missed FG,"Man, Half Court",,,,,,,,,:07 - :12,:10 - :12,,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1482.922701771,18.184979287000033,Defense,24,,,,,,,Contest Pass +,,,,,,,,,,"Foul By, Bump +",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:13 - :15,"at St. John's, REPORT, REPORT","12:00 - 8:00, 1st Half","FT+, FT+",1 PT,,,"#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #95 Houston Mallette, #6 London Jemison",,,Made FG,"Man, Half Court",,,,,,,,,:13 - :18,:13 - :15,,Half Court SHOT,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1607.420941336,11.834494179000103,Defense,25,,,,,,,,No Contest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:07 - :09,"at St. John's, REPORT, REPORT","12:00 - 8:00, 1st Half","2FG+, Assist",1 PT,,,"#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #7 Taylor Bol Bowen, #5 Amari Allen",,,Made FG,"Man, Half Court",,,,,,,,,:07 - :12,:07 - :09,,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1631.800701812,13.867738371000087,Defense,26,,,,,,,,Contest,,,,,,Contest Pass +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:04 - :06,"at St. John's, REPORT, REPORT","12:00 - 8:00, 1st Half","2FG+, Assist",0 PT,,,"#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #7 Taylor Bol Bowen, #5 Amari Allen",,,Made FG,"Man, Half Court",,,,,,,,,:07 - :12,N/A,,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1676.530309858,12.515340597999966,Defense,27,,,,,,,,,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:07 - :09,"at St. John's, REPORT, REPORT","12:00 - 8:00, 1st Half","FT+, FT-",1 PT,,,"#22 Aiden Sherrell, #0 LaBaron Philon, #2 Aden Holloway, #7 Taylor Bol Bowen, #5 Amari Allen",,,Made FG,"Man, Half Court",,,,,,,,,:07 - :12,:07 - :09,,Half Court SHOT,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1966.294459439,20.40737808699987,Defense,28,,,,,,Contest Pass -,,,Contest Pass +,,,,,,,Contest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:13 - :15,"at St. John's, REPORT, REPORT","12:00 - 8:00, 1st Half","ATR-, Off Reb",2 PT,,,"#15 Noah Williamson, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #5 Amari Allen",,,Made FG,"Man, Half Court",,,,,,,,,:13 - :18,:13 - :15,,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1983.701837526,4.976229294999939,Defense,29,,,,,,No Contest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","12:00 - 8:00, 1st Half",ATR+,1 PT,,,"#15 Noah Williamson, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #5 Amari Allen",,,Off Rebound,"OREB Putback, Half Court",,,,,,,,,:01 - :06,"N/A, N/A",,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,1995.100119288,18.13708193499997,Defense,30,,,,,,"Foul By, Bump +",,,,,,,,,,"Gap +, Contest Pass +",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:10 - :12,"at St. John's, REPORT, REPORT","12:00 - 8:00, 1st Half","ATRF, FT-",2 PT,,,"#15 Noah Williamson, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #5 Amari Allen",,,Made FG,"Man, Half Court",,,,,,,,,:13 - :18,:10 - :12,,Half Court SHOT,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2278.3922333333335,17.319826140666464,Defense,31,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:10 - :12,"at St. John's, REPORT, REPORT","8:00 - 4:00, 1st Half","FT+, FT+",1 PT,,,"#22 Aiden Sherrell, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Made FG,"Man, Half Court",,,,,,,,,:07 - :12,:10 - :12,,Half Court SHOT,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2380.1469,14.635349853999742,Defense,32,,,,,,,,Foul By,,,,,,,,Contest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","8:00 - 4:00, 1st Half","2FG-, FT+, FT-",0 PT,,,"#22 Aiden Sherrell, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Made FG,"Man, Half Court",,,,,,,,,:07 - :12,"N/A, N/A",,Half Court SHOT,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2463.209209832,7.569090361000235,Defense,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","8:00 - 4:00, 1st Half",,,,,"#34 Collins Onyejiaka, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,,Garbage,,,,,,,,,,,,,Neutral,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2580.9425666666666,23.323653868333167,Defense,34,,,,,,,Contest Pass +,,,,No Contest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:16 +,"at St. John's, REPORT, REPORT","8:00 - 4:00, 1st Half","2FG+, Assist",1 PT,,,"#34 Collins Onyejiaka, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Deadball,"Man, Half Court",,,,,,,,,:19 - :24,:16+,,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2619.349179359,11.441491584999767,Defense,35,,,,,,,Bump -,,,,"Foul By, Low +",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:04 - :06,"at St. John's, REPORT, REPORT","8:00 - 4:00, 1st Half","ATRF, FT+, FT+",1 PT,,,"#34 Collins Onyejiaka, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Missed FG,Transition,,,,,,,,,:01 - :06,:04 - :06,,Transition SHOT,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2685.634350378,8.1408317180003,Defense,36,,,,,,,,,,,,,,,,Late,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:01 - :03,"at St. John's, REPORT, REPORT","8:00 - 4:00, 1st Half","ATR+, Assist",1 PT,,,"#34 Collins Onyejiaka, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Steal,Transition,,,,,,,,,:01 - :06,:01 - :03,,Transition SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2702.777550724,11.171771153999998,Defense,37,,,,,,,,,Bump -,,"Foul By, Low +",,,,,Gap +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:07 - :09,"at St. John's, REPORT, REPORT","8:00 - 4:00, 1st Half","ATRF, FT+, FT+",1 PT,,,"#34 Collins Onyejiaka, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Missed FG,"Man, Half Court",,,,,,,,,:07 - :12,:07 - :09,,Half Court SHOT,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2788.811965437,22.58188235100033,Defense,38,Contest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:16 +,"at St. John's, REPORT, REPORT","8:00 - 4:00, 1st Half",2FG-,1 PT,,,"#5 Amari Allen, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Made FG,"Man, Half Court",,,,,,,,,:13 - :18,:16+,,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2822.185173557,12.130566215000272,Defense,39,,,,,,,,,,,,,,Bump +,,"Low +, Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:07 - :09,"at St. John's, REPORT, REPORT","8:00 - 4:00, 1st Half","ATR-, Off Reb",2 PT,,,"#5 Amari Allen, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Missed FG,Transition,,,,,,,,,:07 - :12,:07 - :09,,Transition SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,2831.315739772,6.455187551999643,Defense,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","8:00 - 4:00, 1st Half",Turnover,1 PT,,,"#5 Amari Allen, #3 Latrell Wrightsell Jr., #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Off Rebound,"OREB Putback, Transition",,,,,,,,,:01 - :06,"N/A, N/A",,Transition SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3056.848375,13.783895056999881,Defense,41,,,,,,,Gap -,,,,,,,,"Bump -, Contest","Gap +, Contest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:10 - :12,"at St. John's, REPORT, REPORT","4:00 - 0:00, 1st Half",ATR-,1 PT,,,"#5 Amari Allen, #6 London Jemison, #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Made FG,"Man, Half Court",,,,,,,,,:07 - :12,:10 - :12,,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3139.9966083333334,20.308741935666603,Defense,42,,,,,,,,,,,,,,,"Gap +, Bump -","Foul By, Low +",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:13 - :15,"at St. John's, REPORT, REPORT","4:00 - 0:00, 1st Half","ATRF, FT+, FT+",1 PT,,,"#5 Amari Allen, #6 London Jemison, #2 Aden Holloway, #7 Taylor Bol Bowen, #0 LaBaron Philon",,,Made FG,"Man, Half Court",,,,,,,,,:13 - :18,:13 - :15,,Half Court SHOT,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3224.937774292,12.417963580000105,Defense,43,,,,,,,,,,,,,,Late,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","4:00 - 0:00, 1st Half",3FG-,0 PT,,,"#5 Amari Allen, #6 London Jemison, #2 Aden Holloway, #22 Aiden Sherrell, #0 LaBaron Philon",,,Missed FG,Transition,,,,,,,,,:07 - :12,"N/A, N/A",,Transition SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3245.9783583333333,18.710173264666537,Defense,44,Contest Pass +,,,,,,,Contest Pass +,,,,,,Contest Pass +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:10 - :12,"at St. John's, REPORT, REPORT","4:00 - 0:00, 1st Half",Turnover,2 PT,DISCUSS,,"#5 Amari Allen, #6 London Jemison, #2 Aden Holloway, #22 Aiden Sherrell, #0 LaBaron Philon",,,Made FG,"Man, Half Court",,,,,,,,,:13 - :18,:10 - :12,,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3276.635484914,12.47994842900016,Defense,45,Contest,,,,,,Contest Pass +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:07 - :09,"at St. John's, REPORT, REPORT","4:00 - 0:00, 1st Half",3FG-,0 PT,,,"#5 Amari Allen, #6 London Jemison, #2 Aden Holloway, #22 Aiden Sherrell, #0 LaBaron Philon",,,Missed FG,"Man, Half Court",,,,,,,,,:07 - :12,,,Half Court SHOT,,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3308.2881333333335,16.264764315666525,Defense,46,,,,,,,Gap +,Foul By,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:10 - :12,"at St. John's, REPORT, REPORT","4:00 - 0:00, 1st Half","ATRF, FT+, FT+",2 PT,,,"#5 Amari Allen, #6 London Jemison, #2 Aden Holloway, #22 Aiden Sherrell, #0 LaBaron Philon",,,Made FG,"Man, Half Court",,,,,,,,,:13 - :18,:10 - :12,,Half Court SHOT,Foul,,,,,,,,,,,,,,,
25_11_08 ALABAMA VS ST. JOHNS,3462.748088553,8.407022788000177,Defense,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at St. John's, REPORT, REPORT","4:00 - 0:00, 1st Half",,,,,"#3 Latrell Wrightsell Jr., #6 London Jemison, #2 Aden Holloway, #15 Noah Williamson, #0 LaBaron Philon",,,,Garbage,,,,,,,,,,,,,Neutral,,,,,,,,,,,,,,,
