Timeline,Start time,Duration,Row,Instance number,#0 LaBaron Philon,#1 Mark Sears,#10 Mo Dioubate,#11 Cliff Omoruyi,#15 Jarin Stevenson,#2 Aden Holloway,#22 Aiden Sherrell,#23 Max Scharnowski,#3 Latrell Wrightsell Jr,#3 Latrell Wrightsell Jr.,#35 Derrion Reid,#4 Grant Nelson,2FG (Defenders),2FG (Dribble),2FG (Feet),2FG (Hands),2FG (Other),2FG (PA),2FG (RA),2FG (Type),2FG Scheme (Attack),2FG Scheme (Drive),2FG Scheme (Pass),3FG (Contest),3FG (Footwork),3FG (Good/Bad),3FG (Line),3FG (Move),3FG (Pocket),3FG (Shrink),3FG (Type),3FG Scheme (Attack),3FG Scheme (Drive),3FG Scheme (Pass),3s GIVEN UP,ATR GIVEN UP,Assist (Defenders),Assist (Feet),Assist (Hand),Assist (Jump),Assist (Paint),Assist Type,BUMPS,GAME,GAME SPLITS,OPP STATS,PAINT TOUCHES,PLAYCALL,PLAYER POSSESSIONS,POSITION,POSSESSION START,POSSESSION TYPE,READ,SERIES,SHOT CLOCK,SHOT CLOCK PT,Shot Location,Shot Possession Type,TEAM,TEAM DEFENSE,TERM,TO (Defenders),TO (Feet),TO (Hand),TO (Jump),TO (Paint),TO LB/DB,TO Scheme,TO Scheme (Attack),TO Scheme (Drive),TO Scheme (Non-Pass),TO Scheme (Pass),TO Type,Ungrouped,Ungrouped,Notes,Flags
24_11_04 ALABAMA VS UNC ASHEVILLE,7671.589819168333,8.95796977000009,Defense,97,"Front, Late",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OREB Dagger,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 4:00 - 0:00",3FG-,1 PT,,"#35 Derrion Reid, #2 Aden Holloway, #0 LaBaron Philon, #15 Jarin Stevenson, #22 Aiden Sherrell",,Off Rebound,"OREB Putback, Half Court",,,:01 - :06,N/A,,Half Court SHOT,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,7698.187832136333,28.492148809000355,Defense,98,Bump +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHO or Get,,,,,,,,,"vs UNC Asheville, REPORT","2nd Half, 4:00 - 0:00",3FG-,0 PT,,"#35 Derrion Reid, #2 Aden Holloway, #0 LaBaron Philon, #15 Jarin Stevenson, #22 Aiden Sherrell",,Made FG,"Man, Half Court",,,:13 - :18,N/A,,Half Court SHOT,,"No Defender, No Contest",,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,216.1216722,15.07323009000001,Offense,1,Cheetah,Deer,,Deer,"ATR+, Cheetah",,,,,,Cheetah,,Primary Defender,Dribble,Off 2 Feet,"Right Hand Finish, Hands To Rim",,No Play Action,Non Restricted Area,Layup,Iso,"Middle Drive, Drive Right",,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 20:00 - 16:00",,1 PT,Early Spread,"#35 Derrion Reid, #1 Mark Sears, #15 Jarin Stevenson, #0 LaBaron Philon, #11 Cliff Omoruyi",Wing,Missed FG,"Man, Half Court",,EARLY,:07 - :12,:10 - :12,Rim,Half Court SHOT,,,Paint Patience,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,252.4705997,10.345316610000026,Offense,2,Cheetah,Cheetah,,Sloth,Sloth,,,,,,Cheetah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 20:00 - 16:00",,1 PT,Early Seams,"#35 Derrion Reid, #1 Mark Sears, #15 Jarin Stevenson, #0 LaBaron Philon, #11 Cliff Omoruyi",,Missed FG,Transition,,EARLY,:01 - :06,:04 - :06,,Transition SHOT,Neutral,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,271.2224871,8.645028233999994,Offense,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 20:00 - 16:00",,0 PT,Hawk,"#35 Derrion Reid, #1 Mark Sears, #15 Jarin Stevenson, #0 LaBaron Philon, #11 Cliff Omoruyi",,Deadball,"UOB, Man, Half Court",,HAWK,:01 - :06,N/A,,Half Court SHOT,Neutral,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,288.7937092,13.162990639999975,Offense,4,Assist,,,ATR+,,,,,,,,,Secondary Defender,No Dribble,Off 2 Feet,"Right Hand Finish, Hands To Rim",,No Play Action,Non Restricted Area,Layup,,,PnR Pocket,,,,,,,,,,,,,,Secondary Defender,Off 2 Feet,Right Hand Pass,Jump,No Paint,PnR Pass to Screener,,"REPORT, vs UNC Asheville","1st Half, 20:00 - 16:00",,1 PT,Flow - Open,"#35 Derrion Reid, #1 Mark Sears, #15 Jarin Stevenson, #0 LaBaron Philon, #11 Cliff Omoruyi","PG, 5",Deadball,"UOB, Man, Half Court",Roller Score,FLOW,,N/A,Rim,Half Court SHOT,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,310.6856092,8.984808257999987,Offense,5,"3FG-, Cheetah","Pot. Assist, Cheetah",,Sloth,Deer,,,,,,"Pot. 2nd Assist, Cheetah",,,,,,,,,,,,,Late Contest,Left-Right,Good,On The Line,Stationary,Non-Shot Pocket,Shrink,Catch and Shoot,,,Kickdown,,,Primary Defender,Off 2 Feet,Left Hand Pass,No Jump,No Paint,Pass Out,,"REPORT, vs UNC Asheville","1st Half, 20:00 - 16:00",,0 PT,Early Seams,"#35 Derrion Reid, #1 Mark Sears, #15 Jarin Stevenson, #0 LaBaron Philon, #11 Cliff Omoruyi",,Missed FG,Transition,Kick Ahead CS 3,EARLY,:01 - :06,N/A,Right Houston,Transition SHOT,Off Reb,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,316.6704175,7.029274530999999,Offense,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 20:00 - 16:00",,0 PT,,"#35 Derrion Reid, #1 Mark Sears, #15 Jarin Stevenson, #0 LaBaron Philon, #11 Cliff Omoruyi",,Off Rebound,"OREB Putback, Half Court",,,:01 - :06,N/A,,Half Court SHOT,Neutral,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,332.6289105,11.824556140000027,Offense,7,,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 20:00 - 16:00",,1 PT,Flow - Open Step,"#35 Derrion Reid, #1 Mark Sears, #15 Jarin Stevenson, #0 LaBaron Philon, #11 Cliff Omoruyi",,Deadball,"SLOB, Man, Half Court",Pocket + Corner Slash,FLOW,:01 - :06,N/A,,Half Court SHOT,,,,Secondary Defender,,,No Jump,Paint,Live Ball,,,,Catching Pass,,HANDS,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,345.6677472,7.182028226,Offense,8,"Assist, Cheetah",Cheetah,,Sloth,Sloth,,,,,,"ATR+, Cheetah",,Unguarded,No Dribble,Off 1 Foot,"Right Hand Finish, Hands To Rim",,No Play Action,Restricted Area,Dunk,,,Kick Ahead,,,,,,,,,,,,,,Secondary Defender,Off 1 Foot,Right Hand Pass,No Jump,No Paint,Transition Pass,,"REPORT, vs UNC Asheville","1st Half, 20:00 - 16:00",,1 PT,,"#35 Derrion Reid, #1 Mark Sears, #15 Jarin Stevenson, #0 LaBaron Philon, #11 Cliff Omoruyi",,Steal,Transition,,,:01 - :06,:01 - :03,Rim,Transition SHOT,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,371.1711046,12.662431850000019,Offense,9,Deer,"3FG+, Cheetah",,"Screen Assist, Sloth",Deer,,,,,,Cheetah,,,,,,,,,,,,,Late Contest,Left-Right,Neutral Three,Off The Line,,,Non-Shrink,Pull Up,PnR Handler,Drive Right,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 20:00 - 16:00",,0 PT,"Early Seams, Flow - Spread","#35 Derrion Reid, #1 Mark Sears, #15 Jarin Stevenson, #0 LaBaron Philon, #11 Cliff Omoruyi",Team,Missed FG,Transition,PNR BH PU 3,"EARLY, FLOW",:07 - :12,N/A,Left Slot,Transition SHOT,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,417.7919612,18.420266389999995,Offense,10,Pot. Assist,Pot. 2nd Assist,,,3FG-,,,,,,,,,,,,,,,,,,,Late Contest,Left-Right,Good,On The Line,Stationary,Shot Pocket,Shrink,Catch and Shoot,,,Drift,,,Secondary Defender,Off 1 Foot,Right Hand Pass,Jump,Paint,Pass Out,,"REPORT, vs UNC Asheville","1st Half, 20:00 - 16:00",,1 PT,Early Seams,"#35 Derrion Reid, #1 Mark Sears, #15 Jarin Stevenson, #0 LaBaron Philon, #11 Cliff Omoruyi",,Made FG,Press,Slot Skip,EARLY,:07 - :12,:07 - :09,Left Corner,Transition SHOT,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,442.5679065,9.201280118999989,Offense,11,"Turnover, Cheetah",Deer,,Deer,Sloth,,,,,,Deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 20:00 - 16:00",,0 PT,Early Seams,"#35 Derrion Reid, #1 Mark Sears, #15 Jarin Stevenson, #0 LaBaron Philon, #11 Cliff Omoruyi",,Missed FG,Transition,,EARLY,:01 - :06,N/A,,Transition SHOT,,,,Primary Defender,,,No Jump,No Paint,Dead Ball,,Transition Push,,,,SCHEME ATTACK,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,490.9712175,14.815473279999992,Offense,12,,Fouled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 20:00 - 16:00",,0 PT,,"#35 Derrion Reid, #1 Mark Sears, #15 Jarin Stevenson, #0 LaBaron Philon, #11 Cliff Omoruyi",,Made FG,"Man, Half Court",,,:07 - :12,N/A,,Half Court SHOT,"Foul, Neutral",,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,543.913657,14.476648319999981,Offense,13,,,,,,,,,,,,Fouled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 20:00 - 16:00",,0 PT,Step Beast,"#10 Mo Dioubate, #1 Mark Sears, #4 Grant Nelson, #3 Latrell Wrightsell Jr., #2 Aden Holloway",,Deadball,"SLOB, Man, Half Court",,2 SERIES,:07 - :12,N/A,,Half Court SHOT,"Foul, Neutral",,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,780.0466471,15.899992559999987,Offense,14,,,Assist,,,3FG+,,,,,,,,,,,,,,,,,,Uncontested,Hop,Good,Off The Line,Stationary,Non-Shot Pocket,Shrink,Catch and Shoot,,,DHO / Get,,,Primary Defender,Off 2 Feet,Left Hand Pass,No Jump,No Paint,Handoff,,"REPORT, vs UNC Asheville","1st Half, 16:00 - 12:00",,0 PT,"Nova, Flow - Get","#10 Mo Dioubate, #1 Mark Sears, #4 Grant Nelson, #3 Latrell Wrightsell Jr., #2 Aden Holloway",,Deadball,"UOB, Man, Half Court",,NOVA,:07 - :12,N/A,Top,Half Court SHOT,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,807.2260001,10.467461029999981,Offense,15,,"Assist, Sloth",Deer,,,Cheetah,,,,"2FG+, Cheetah",,Sloth,Primary Defender,Dribble,Off 2 Feet,"Right Hand Finish, Hands To Rim",,No Play Action,Non Restricted Area,Pull Up,Transition Push,"Baseline Drive, Drive Right",Kick Ahead,,,,,,,,,,,,,,Unguarded,Off 1 Foot,Right Hand Pass,No Jump,No Paint,Transition Pass,,"REPORT, vs UNC Asheville","1st Half, 16:00 - 12:00",,0 PT,Early Seams,"#10 Mo Dioubate, #1 Mark Sears, #4 Grant Nelson, #3 Latrell Wrightsell Jr., #2 Aden Holloway","PG, Combo",Made FG,"Man, Half Court",Kick Ahead,EARLY,:01 - :06,N/A,Right SW,Half Court SHOT,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,875.7419411,19.85578916999998,Offense,16,,ATR+,Screen Assist,,,,,,,,,,Secondary Defender,Dribble,Off 2 Feet,"Left Hand Finish, Hands Away From Rim",,No Play Action,Non Restricted Area,Layup,PnR Handler,"Slot Drive, Drive Left",,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 16:00 - 12:00",,1 PT,"2 Step Smash, Flow - Spread","#10 Mo Dioubate, #1 Mark Sears, #4 Grant Nelson, #3 Latrell Wrightsell Jr., #2 Aden Holloway",,Deadball,"Man, Half Court",PNR BH ATR,"2 SERIES, FLOW",:13 - :18,:13 - :15,Rim,Half Court SHOT,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,917.7310488,7.771400191999987,Offense,17,,Deer,"ATR-, Cheetah",,,"Pot. Assist, Cheetah",,,,Cheetah,,Sloth,Multiple Defenders,No Dribble,Off 2 Feet,"Right Hand Finish, Hands Away From Rim",Blocked,No Play Action,Restricted Area,Layup,,,Dump Off,,,,,,,,,,,,,,Primary Defender,Off 2 Feet,Right Hand Pass,No Jump,Paint,Pass In,,"REPORT, vs UNC Asheville","1st Half, 16:00 - 12:00",,1 PT,Early Seams,"#10 Mo Dioubate, #1 Mark Sears, #4 Grant Nelson, #3 Latrell Wrightsell Jr., #2 Aden Holloway",,Missed FG,Transition,Kick Ahead,EARLY,:01 - :06,:04 - :06,Rim,Transition SHOT,Off Reb,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,922.502449,4.675260877000028,Offense,18,,,ATR+,,,,,,,,,,Primary Defender,No Dribble,Off 2 Feet,"Left Hand Finish, Hands To Rim",,No Play Action,Restricted Area,Layup,OREB Putback,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 16:00 - 12:00",,1 PT,,"#10 Mo Dioubate, #1 Mark Sears, #4 Grant Nelson, #3 Latrell Wrightsell Jr., #2 Aden Holloway",,Off Rebound,"OREB Putback, Half Court",,,:01 - :06,N/A,Rim,Half Court SHOT,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,950.113779,10.43990402999998,Offense,19,,Deer,"ATR-, Cheetah",,,Sloth,,,,Deer,,Sloth,Primary Defender,Dribble,Off 1 Foot,"Left Hand Finish, Hands Away From Rim",,No Play Action,Non Restricted Area,Layup,Transition Push,"Middle Drive, Drive Left",,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 16:00 - 12:00",,1 PT,Early Seams,"#10 Mo Dioubate, #1 Mark Sears, #4 Grant Nelson, #3 Latrell Wrightsell Jr., #2 Aden Holloway",,Made FG,"Man, Half Court",,EARLY,:01 - :06,:04 - :06,Rim,Half Court SHOT,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,968.9224215,9.966322964000028,Offense,20,,Sloth,Sloth,,,Sloth,,,,Cheetah,,"Fouled, ATRF, FT+, FT+, Deer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 16:00 - 12:00",,1 PT,Early Seams,"#10 Mo Dioubate, #1 Mark Sears, #4 Grant Nelson, #3 Latrell Wrightsell Jr., #2 Aden Holloway",,Made FG,Transition,Kick Ahead,EARLY,:01 - :06,:04 - :06,,Transition SHOT,Foul,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1072.756272,24.573681540000052,Offense,21,Deer,,Sloth,,,"Pot. Assist, Deer",Sloth,,,"3FG-, Deer",,,,,,,,,,,,,,Late Contest,Left-Right,Bad,Off The Line,Stationary,Shot Pocket,Shrink,Catch and Shoot,,,Nail Pitch,,,Primary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,Pass Out,,"REPORT, vs UNC Asheville","1st Half, 16:00 - 12:00",,0 PT,"Double, Flow - Delay","#10 Mo Dioubate, #0 LaBaron Philon, #22 Aiden Sherrell, #3 Latrell Wrightsell Jr., #2 Aden Holloway",,Made FG,"Man, Half Court",,"DOUBLE, FLOW",:19 - :24,N/A,Left Houston,Half Court SHOT,Off Reb,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1094.329953,6.337862709000092,Offense,22,,,,,,,,,,3FG-,,,,,,,,,,,,,,Contested,Left-Right,Bad,On The Line,,,Non-Shrink,Step Back,OREB Putback,Drive Left,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 16:00 - 12:00",,0 PT,,"#10 Mo Dioubate, #0 LaBaron Philon, #22 Aiden Sherrell, #3 Latrell Wrightsell Jr., #2 Aden Holloway",,Off Rebound,"OREB Putback, Half Court",,,:01 - :06,N/A,Left Corner,Half Court SHOT,Off Reb,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1097.667816,6.694450484000072,Offense,23,,,,,,,"ATR+, ATRF, Fouled, FT-",,,,,,Multiple Defenders,No Dribble,Off 2 Feet,"Right Hand Finish, Hands Away From Rim",,No Play Action,Non Restricted Area,Layup,OREB Putback,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 16:00 - 12:00",,1 PT,,"#10 Mo Dioubate, #0 LaBaron Philon, #22 Aiden Sherrell, #3 Latrell Wrightsell Jr., #2 Aden Holloway",,Off Rebound,"OREB Putback, Half Court",,,:01 - :06,N/A,Rim,Half Court SHOT,Foul,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1134.728578,8.744977600000084,Offense,24,,,ATR-,,,,,,,,,,Multiple Defenders,Dribble,Off 2 Feet,"Left Hand Finish, Hands Away From Rim",,No Play Action,Restricted Area,Layup,OREB Putback,"Baseline Drive, Drive Right",,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 16:00 - 12:00",,1 PT,,"#10 Mo Dioubate, #0 LaBaron Philon, #22 Aiden Sherrell, #35 Derrion Reid, #2 Aden Holloway",,Off Rebound,"OREB Putback, Half Court",,,:01 - :06,N/A,Rim,Half Court SHOT,Off Reb,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1140.473556,10.967790680000007,Offense,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 16:00 - 12:00",,0 PT,,"#10 Mo Dioubate, #0 LaBaron Philon, #22 Aiden Sherrell, #35 Derrion Reid, #2 Aden Holloway",,Off Rebound,"Man, Half Court",,,:01 - :06,N/A,,Half Court SHOT,Neutral,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1158.601299,11.051070290000098,Offense,26,ATR+,,,,,,,,,,,,Primary Defender,Dribble,Off 1 Foot,"Right Hand Finish, Hands To Rim",,No Play Action,Non Restricted Area,Layup,Off Closeout,"Baseline Drive, Drive Left",Under OB,,,,,,,,,,,,,,,,,,,Inbound Pass,,"REPORT, vs UNC Asheville","1st Half, 16:00 - 12:00",,1 PT,Hawk,"#10 Mo Dioubate, #0 LaBaron Philon, #22 Aiden Sherrell, #35 Derrion Reid, #2 Aden Holloway",,Deadball,"UOB, Man, Half Court",,HAWK,,N/A,Rim,Half Court SHOT,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1184.658445,8.334121487999937,Offense,27,"ATR+, Cheetah",,Cheetah,,,Cheetah,Cheetah,,,,Cheetah,,Primary Defender,Dribble,Off 1 Foot,"Right Hand Finish, Hands To Rim",,No Play Action,Non Restricted Area,Layup,Transition Push,"Slot Drive, Drive Left",,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 16:00 - 12:00",,1 PT,Early Seams,"#10 Mo Dioubate, #0 LaBaron Philon, #22 Aiden Sherrell, #35 Derrion Reid, #2 Aden Holloway",,Steal,Transition,C2C ATR,EARLY,:01 - :06,:04 - :06,Rim,Transition SHOT,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1192.36015,7.05551500699994,Offense,28,"Fouled, ATRF, FT+, FT+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 16:00 - 12:00",,1 PT,,"#10 Mo Dioubate, #0 LaBaron Philon, #22 Aiden Sherrell, #35 Derrion Reid, #2 Aden Holloway",,Steal,Transition,,,:01 - :06,:01 - :03,,Transition SHOT,Foul,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1549.066063,12.659916099999919,Offense,29,Cheetah,,,"Space Assist, Deer","ATR+, Cheetah",Sloth,,,,,"Assist, Sloth",,Secondary Defender,Dribble,Off 1 Foot,"Right Hand Finish, Hands To Rim",,No Play Action,Non Restricted Area,Dunk,Transition Push,"Slot Drive, Drive Right",Kick Ahead,,,,,,,,,,,,,,Primary Defender,Off 1 Foot,Right Hand Pass,Jump,No Paint,Transition Pass,,"REPORT, vs UNC Asheville","1st Half, 12:00 - 8:00",,1 PT,Early Seams,"#15 Jarin Stevenson, #0 LaBaron Philon, #35 Derrion Reid, #2 Aden Holloway, #11 Cliff Omoruyi",Wing,Missed FG,Press,Kick Ahead,EARLY,:07 - :12,:10 - :12,Rim,Transition SHOT,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1594.023009,17.72813954000003,Offense,30,Deer,,,"Screen Assist, Deer",Deer,"3FG-, Sloth",,,,,"Pot. Assist, Sloth",,,,,,,,,,,,,Late Contest,Hop,Neutral Three,Off The Line,Stationary,Shot Pocket,Shrink,Catch and Shoot,,,Off Screen,,,Primary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,Off Screen Pass,,"REPORT, vs UNC Asheville","1st Half, 12:00 - 8:00",,0 PT,Wide Keep Chest,"#15 Jarin Stevenson, #0 LaBaron Philon, #35 Derrion Reid, #2 Aden Holloway, #11 Cliff Omoruyi",,Missed FG,"Man, Half Court",,SINGLE,:07 - :12,N/A,Left Houston,Half Court SHOT,,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1627.082487,22.337026440000045,Offense,31,Deer,,,"Assist, Screen Assist, Deer",Cheetah,"3FG+, Deer",,,,,Deer,,,,,,,,,,,,,Late Contest,Hop,Neutral Three,Off The Line,,,Non-Shrink,Pull Up,PnR Handler,Drive Right,,,,Primary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,,,"REPORT, vs UNC Asheville","1st Half, 12:00 - 8:00",,1 PT,"Early Seams, Flow - Open","#15 Jarin Stevenson, #0 LaBaron Philon, #35 Derrion Reid, #2 Aden Holloway, #11 Cliff Omoruyi",,Missed FG,"Man, Half Court",,"EARLY, FLOW",:13 - :18,:13 - :15,Right Houston,Half Court SHOT,,,Next,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1680.143432,8.952602995999996,Offense,32,Cheetah,,,Deer,Sloth,"Pot. Assist, Cheetah",,,,,"ATRF, Fouled, FT-, FT-, Cheetah",,,,,,,,,,,,,,,,,,,,,,,,,,Primary Defender,Off 2 Feet,Right Hand Pass,No Jump,No Paint,,,"REPORT, vs UNC Asheville","1st Half, 12:00 - 8:00",,1 PT,,"#15 Jarin Stevenson, #0 LaBaron Philon, #35 Derrion Reid, #2 Aden Holloway, #11 Cliff Omoruyi",,Missed FG,Transition,,,:01 - :06,:04 - :06,,Transition SHOT,Foul,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1805.632924,8.738820172000032,Offense,33,,,,,,,,,,,Turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 12:00 - 8:00",,0 PT,,"#4 Grant Nelson, #1 Mark Sears, #35 Derrion Reid, #3 Latrell Wrightsell Jr., #22 Aiden Sherrell",,Made FG,Press,,,:01 - :06,N/A,,Transition SHOT,,,,Primary Defender,Off 2 Feet,Right Hand Pass,Jump,No Paint,Dead Ball,,,,,Press Break,PASSING SCHEME,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1842.570454,16.434976920000054,Offense,34,,"Turnover, Deer",,,,,,,,Cheetah,Deer,Sloth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 12:00 - 8:00",,0 PT,"Early Spread, Flow - Ghost","#4 Grant Nelson, #1 Mark Sears, #35 Derrion Reid, #3 Latrell Wrightsell Jr., #22 Aiden Sherrell",,Made FG,"Man, Half Court",,"EARLY, FLOW",:07 - :12,N/A,,Half Court SHOT,,,,Primary Defender,Off 2 Feet,Left Hand Pass,No Jump,No Paint,Live Ball,Pass In,Iso,,,Slash / Cut,"PASSING SCHEME, SCHEME ATTACK",,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1869.885347,8.174100123000017,Offense,35,,Sloth,,,,,Cheetah,,,Deer,Sloth,"Turnover, Sloth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 12:00 - 8:00",,0 PT,,"#4 Grant Nelson, #1 Mark Sears, #35 Derrion Reid, #3 Latrell Wrightsell Jr., #22 Aiden Sherrell",,Missed FG,Transition,,,:01 - :06,N/A,,Transition SHOT,,,,Unguarded,Off 1 Foot,Right Hand Pass,Jump,No Paint,Live Ball,Transition Pass,Transition Push,,,Kick Ahead,"PASSING SCHEME, SCHEME ATTACK",,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,1881.207297,10.889104560000078,Offense,36,,"Fouled, FT+, FT+, Deer",,,,,Deer,,,Cheetah,Deer,Sloth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REPORT, vs UNC Asheville","1st Half, 12:00 - 8:00",,0 PT,,"#4 Grant Nelson, #1 Mark Sears, #35 Derrion Reid, #3 Latrell Wrightsell Jr., #22 Aiden Sherrell",,Missed FG,Transition,,,:07 - :12,N/A,,Transition SHOT,Foul,,,,,,,,,,,,,,,,,,
24_11_04 ALABAMA VS UNC ASHEVILLE,2170.593984,22.587535149999894,Offense,37,,"Pot. Assist, Cheetah",,,Cheetah,,Cheetah,,,Cheetah,,"3FG-, Cheetah",,,,,,,,,,,,Late Contest,WTN Left-Right,Good,On The Line,Stationary,Shot Pocket,Shrink,Catch and Shoot,,,Drift,,,Secondary Defender,Off 2 Feet,Left Hand Pass,Jump,Paint,Pass Out,,"REPORT, vs UNC Asheville","1st Half, 8:00 - 4:00",,1 PT,"Early Spread, Flow - Ghost","#4 Grant Nelson, #1 Mark Sears, #15 Jarin Stevenson, #3 Latrell Wrightsell Jr., #22 Aiden Sherrell",Team,Missed FG,"Man, Half Court",,"EARLY, FLOW",:13 - :18,:16+,Left Corner,Half Court SHOT,Off Reb,,,,,,,,,,,,,,,,,,
